% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:15:34 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -2.2761114633e-02, 4.8939397926e-01
1.0000000000e-03, -3.1400333308e-02, 4.8979917713e-01
2.0000000000e-03, -4.1485257945e-02, 4.8981918690e-01
3.0000000000e-03, -2.8924124133e-02, 4.8959907942e-01
4.0000000000e-03, -2.1385442869e-02, 4.8960908430e-01
5.0000000000e-03, -1.0174968607e-02, 4.8961408675e-01
6.0000000000e-03, -1.8509038273e-02, 4.9002428705e-01
7.0000000000e-03, -3.4136669507e-02, 4.9002928950e-01
8.0000000000e-03, -4.6242581026e-02, 4.8997926507e-01
9.0000000000e-03, -3.8653875334e-02, 4.8980417957e-01
1.0000000000e-02, -2.6733054197e-02, 4.8975415514e-01
1.1000000000e-02, -3.5132155619e-02, 4.8945400858e-01
1.2000000000e-02, -4.1095067409e-02, 4.8918887911e-01
1.3000000000e-02, -5.4356543209e-02, 4.8923390109e-01
1.4000000000e-02, -5.3170964271e-02, 4.8931394018e-01
1.5000000000e-02, -3.9989527555e-02, 4.8966911362e-01
1.6000000000e-02, -2.1890689590e-02, 4.8993924553e-01
1.7000000000e-02, -2.3021241657e-02, 4.8997426263e-01
1.8000000000e-02, -3.4106654850e-02, 4.9012433591e-01
1.9000000000e-02, -3.7693406321e-02, 4.9028441408e-01
2.0000000000e-02, -2.7688520768e-02, 4.8924890842e-01
2.1000000000e-02, -1.6468041620e-02, 4.8959907942e-01
2.2000000000e-02, -1.1635681898e-02, 4.9006930904e-01
2.3000000000e-02, -2.4296864565e-02, 4.8976416003e-01
2.4000000000e-02, -4.2630817341e-02, 4.8993924553e-01
2.5000000000e-02, -4.5802366061e-02, 4.8937897194e-01
2.6000000000e-02, -3.5867514707e-02, 4.8927892308e-01
2.7000000000e-02, -2.7683518325e-02, 4.9011933347e-01
2.8000000000e-02, -3.8793943731e-02, 4.8897877651e-01
2.9000000000e-02, -4.6037480872e-02, 4.8947401835e-01
3.0000000000e-02, -5.4541633592e-02, 4.8968912339e-01
3.1000000000e-02, -4.6837871716e-02, 4.8937897194e-01
3.2000000000e-02, -3.3821515612e-02, 4.8956906476e-01
3.3000000000e-02, -2.0374949429e-02, 4.8964910385e-01
3.4000000000e-02, -2.6918144580e-02, 4.9013434079e-01
3.5000000000e-02, -4.0244652137e-02, 4.8977416491e-01
3.6000000000e-02, -3.5232204475e-02, 4.8934395484e-01
3.7000000000e-02, -2.7248305803e-02, 4.8963909896e-01
3.8000000000e-02, -1.5022335658e-02, 4.8929893285e-01
3.9000000000e-02, -1.8699131098e-02, 4.8947401835e-01
4.0000000000e-02, -3.0559922921e-02, 4.8987921621e-01
4.1000000000e-02, -4.7913396913e-02, 4.9008431637e-01
4.2000000000e-02, -4.2015516879e-02, 4.8990923087e-01
4.3000000000e-02, -3.0549918036e-02, 4.8974415026e-01
4.4000000000e-02, -2.9499405053e-02, 4.8943900125e-01
4.5000000000e-02, -3.8924007244e-02, 4.8909383270e-01
