DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 192.168.123.45:80
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 614
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 614
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 100
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 121
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 121
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/bitstreams/upload/01-000 HTTP/1.1" 200 56
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/bitstreams/upload/01-001-00 HTTP/1.1" 200 56
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 315
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/bitstreams/upload/01-007-00 HTTP/1.1" 200 56
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 192.168.123.45:80
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 192.168.123.45:80
DEBUG:asyncio:Using proactor: IocpProactor
DEBUG:asyncio:Using proactor: IocpProactor
DEBUG:asyncio:Using proactor: IocpProactor
DEBUG:asyncio:Using proactor: IocpProactor
DEBUG:asyncio:Using proactor: IocpProactor
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 192.168.123.45:80
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 192.168.123.45:80
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "GET /api/moku/describe HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80
DEBUG:urllib3.connectionpool:http://fe80:0000:0000:0000:7269:79ff:feb9:1a40%9:80 "POST /api/moku/claim_ownership HTTP/1.1" 200 62
