% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:33:04 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -5.2145463502e-02, 7.1646486177e-01
1.0000000000e-03, -4.0279669236e-02, 7.1717520865e-01
2.0000000000e-03, -2.3921681357e-02, 7.1755039186e-01
3.0000000000e-03, -2.1690591879e-02, 7.1781051888e-01
4.0000000000e-03, -3.2921075912e-02, 7.1791557018e-01
5.0000000000e-03, -3.8773933960e-02, 7.1770046514e-01
6.0000000000e-03, -2.7188276490e-02, 7.1742533079e-01
7.0000000000e-03, -1.7313454449e-02, 7.1713518910e-01
8.0000000000e-03, -1.0315037005e-02, 7.1692508651e-01
9.0000000000e-03, -2.0980245004e-02, 7.1641983979e-01
1.0000000000e-02, -3.5237206917e-02, 7.1681003032e-01
1.1000000000e-02, -4.3246117802e-02, 7.1723523796e-01
1.2000000000e-02, -3.6067612418e-02, 7.1751537476e-01
1.3000000000e-02, -2.2460968066e-02, 7.1738030880e-01
1.4000000000e-02, -3.5692429210e-02, 7.1756039674e-01
1.5000000000e-02, -4.0449752290e-02, 7.1784053354e-01
1.6000000000e-02, -5.4376552980e-02, 7.1780551644e-01
1.7000000000e-02, -4.9028941652e-02, 7.1776549689e-01
1.8000000000e-02, -3.4066635308e-02, 7.1766544804e-01
1.9000000000e-02, -2.0855183935e-02, 7.1721022575e-01
2.0000000000e-02, -2.7318340002e-02, 7.1700512559e-01
2.1000000000e-02, -4.0424740077e-02, 7.1663494483e-01
2.2000000000e-02, -3.6762951964e-02, 7.1638482269e-01
2.3000000000e-02, -2.7078222749e-02, 7.1656991307e-01
2.4000000000e-02, -1.3866771376e-02, 7.1705515002e-01
2.5000000000e-02, -1.5282462682e-02, 7.1780051399e-01
2.6000000000e-02, -2.7198281376e-02, 7.1828074850e-01
2.7000000000e-02, -4.3026010320e-02, 7.1848084621e-01
2.8000000000e-02, -4.4246606358e-02, 7.1844082667e-01
2.9000000000e-02, -3.2420831634e-02, 7.1856088530e-01
3.0000000000e-02, -2.5932663353e-02, 7.1794558483e-01
3.1000000000e-02, -3.6998066775e-02, 7.1748536010e-01
3.2000000000e-02, -4.5957441787e-02, 7.1771047002e-01
3.3000000000e-02, -5.4646684890e-02, 7.1734028926e-01
3.4000000000e-02, -4.4501730939e-02, 7.1676000590e-01
3.5000000000e-02, -2.9029175432e-02, 7.1694009384e-01
3.6000000000e-02, -2.2455965624e-02, 7.1697511094e-01
3.7000000000e-02, -3.0599942464e-02, 7.1677501322e-01
3.8000000000e-02, -4.4086528189e-02, 7.1714019155e-01
3.9000000000e-02, -3.2150699724e-02, 7.1711017689e-01
4.0000000000e-02, -2.4311871894e-02, 7.1774048468e-01
4.1000000000e-02, -1.0620186014e-02, 7.1810566300e-01
4.2000000000e-02, -1.6443029406e-02, 7.1838079736e-01
4.3000000000e-02, -3.1105189184e-02, 7.1866093415e-01
4.4000000000e-02, -4.5647290335e-02, 7.1843582423e-01
4.5000000000e-02, -3.8323714110e-02, 7.1803562880e-01
4.6000000000e-02, -2.6002697552e-02, 7.1778550667e-01
4.7000000000e-02, -3.1015145214e-02, 7.1699011826e-01
4.8000000000e-02, -3.7938526017e-02, 7.1604465658e-01
4.9000000000e-02, -5.0679747768e-02, 7.1637982025e-01
5.0000000000e-02, -5.2530651596e-02, 7.1697010849e-01
5.1000000000e-02, -4.1410221304e-02, 7.1688506697e-01
5.2000000000e-02, -2.3201329597e-02, 7.1724024040e-01
5.3000000000e-02, -2.1905696918e-02, 7.1768045537e-01
5.4000000000e-02, -3.3301261563e-02, 7.1754038697e-01
5.5000000000e-02, -4.0914979469e-02, 7.1757040163e-01
5.6000000000e-02, -2.7223293589e-02, 7.1790556529e-01
5.7000000000e-02, -1.7643615673e-02, 7.1736029903e-01
5.8000000000e-02, -1.0014890438e-02, 7.1698511582e-01
5.9000000000e-02, -2.0850181492e-02, 7.1701012804e-01
6.0000000000e-02, -3.6077617304e-02, 7.1715019643e-01
6.1000000000e-02, -4.2865932151e-02, 7.1743033323e-01
