% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:17:36 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.6503058720e-02, 9.8949818851e-01
1.0000000000e-03, -9.2144995942e-03, 9.8969828622e-01
2.0000000000e-03, -2.0364944543e-02, 9.8960323981e-01
3.0000000000e-03, -3.3691452099e-02, 9.8896792958e-01
4.0000000000e-03, -3.5977568448e-02, 9.8882285874e-01
5.0000000000e-03, -2.8318828558e-02, 9.8836763644e-01
6.0000000000e-03, -1.8959258123e-02, 9.8859774881e-01
7.0000000000e-03, -3.1740499417e-02, 9.8881785629e-01
8.0000000000e-03, -4.0514784047e-02, 9.8897293202e-01
9.0000000000e-03, -5.5562131918e-02, 9.8910799798e-01
1.0000000000e-02, -5.1730260751e-02, 9.8941814943e-01
1.1000000000e-02, -3.5997578219e-02, 9.8913301019e-01
1.2000000000e-02, -2.3731588532e-02, 9.8887788561e-01
1.3000000000e-02, -3.2120685068e-02, 9.8898793935e-01
1.4000000000e-02, -4.4866909262e-02, 9.8867778790e-01
1.5000000000e-02, -3.6357754099e-02, 9.8890289782e-01
1.6000000000e-02, -2.5637519229e-02, 9.8936812500e-01
1.7000000000e-02, -1.0204983264e-02, 9.8951319584e-01
1.8000000000e-02, -1.2666185110e-02, 9.8920304439e-01
1.9000000000e-02, -2.5517460603e-02, 9.8935812011e-01
2.0000000000e-02, -3.9999532441e-02, 9.8878283919e-01
2.1000000000e-02, -3.6883010591e-02, 9.8809750453e-01
2.2000000000e-02, -2.5477441061e-02, 9.4265031191e-01
2.3000000000e-02, -2.3586517691e-02, 9.4350072718e-01
2.4000000000e-02, -3.5722443867e-02, 9.4358576871e-01
2.5000000000e-02, -4.8518692489e-02, 9.4228513359e-01
2.6000000000e-02, -5.7948297122e-02, 9.4017910518e-01
2.7000000000e-02, -4.7653269889e-02, 9.3807307677e-01
2.8000000000e-02, -3.1805531173e-02, 9.3620216317e-01
2.9000000000e-02, -2.7943645349e-02, 9.3563188469e-01
3.0000000000e-02, -3.6097627075e-02, 9.8886788072e-01
3.1000000000e-02, -4.5577256136e-02, 9.8892791004e-01
3.2000000000e-02, -3.2405824306e-02, 9.8866778301e-01
3.3000000000e-02, -2.1775633406e-02, 9.8931309813e-01
3.4000000000e-02, -8.0189157707e-03, 9.8917302973e-01
3.5000000000e-02, -1.5452545736e-02, 9.8843266820e-01
3.6000000000e-02, -2.9694500321e-02, 9.8858274148e-01
3.7000000000e-02, -3.9834451829e-02, 9.8817254118e-01
3.8000000000e-02, -3.1565413919e-02, 9.4105953511e-01
3.9000000000e-02, -1.9879707594e-02, 9.4005404411e-01
