% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:15:53 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -2.1565530809e-02, 5.1130467862e-01
1.0000000000e-03, -3.9464271063e-02, 5.1106956381e-01
2.0000000000e-03, -3.9154119611e-02, 5.1066436595e-01
3.0000000000e-03, -2.7338349773e-02, 5.1007407770e-01
4.0000000000e-03, -2.8023684434e-02, 5.0980894823e-01
5.0000000000e-03, -4.0389722977e-02, 5.1030919251e-01
6.0000000000e-03, -5.1705248537e-02, 5.1024416076e-01
7.0000000000e-03, -5.7733192083e-02, 5.1011909969e-01
8.0000000000e-03, -4.8873865926e-02, 5.1017912900e-01
9.0000000000e-03, -3.1160216055e-02, 5.1047927557e-01
1.0000000000e-02, -2.4782101515e-02, 5.1022915343e-01
1.1000000000e-02, -3.1575418805e-02, 5.1017912900e-01
1.2000000000e-02, -4.1255145577e-02, 5.1039923648e-01
1.3000000000e-02, -2.8178760160e-02, 5.1095450763e-01
1.4000000000e-02, -2.0189859046e-02, 5.1027917786e-01
1.5000000000e-02, -8.4641331778e-03, 5.1016412167e-01
1.6000000000e-02, -1.3891783590e-02, 5.0981895312e-01
1.7000000000e-02, -2.9709507649e-02, 5.0988398488e-01
1.8000000000e-02, -4.1430231075e-02, 5.0963886518e-01
1.9000000000e-02, -3.5382277758e-02, 5.0990399465e-01
2.0000000000e-02, -2.3146302727e-02, 5.0929369663e-01
2.1000000000e-02, -3.4436816073e-02, 5.0911861113e-01
2.2000000000e-02, -4.3156073833e-02, 5.0948879190e-01
2.3000000000e-02, -5.6962815896e-02, 5.0953381388e-01
2.4000000000e-02, -5.8383509644e-02, 5.0998903617e-01
2.5000000000e-02, -4.5097021630e-02, 5.1028918274e-01
2.6000000000e-02, -2.6968169008e-02, 5.0985897266e-01
2.7000000000e-02, -2.8984153447e-02, 5.0985897266e-01
2.8000000000e-02, -4.0324691221e-02, 5.1008908503e-01
2.9000000000e-02, -3.8643870448e-02, 5.1010409236e-01
3.0000000000e-02, -2.7488423057e-02, 5.0966387739e-01
