% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:21:00 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -4.0309683893e-02, 6.0797688528e-01
1.0000000000e-03, -3.1995623998e-02, 6.0791185352e-01
2.0000000000e-03, -1.8173874607e-02, 6.0793686574e-01
3.0000000000e-03, -1.3581632138e-02, 6.0770175093e-01
4.0000000000e-03, -2.4096766854e-02, 6.0799689505e-01
5.0000000000e-03, -3.8753924189e-02, 6.0834206360e-01
6.0000000000e-03, -4.0914979469e-02, 6.0842210269e-01
7.0000000000e-03, -2.9859580933e-02, 6.0878728101e-01
8.0000000000e-03, -1.8934245909e-02, 6.0897737383e-01
9.0000000000e-03, -3.2090670411e-02, 6.0931253750e-01
1.0000000000e-02, -4.0909977026e-02, 6.0918247399e-01
1.1000000000e-02, -5.2325551442e-02, 6.0897737383e-01
1.2000000000e-02, -4.6462688508e-02, 6.0838208314e-01
1.3000000000e-02, -3.2871051484e-02, 6.0839208803e-01
1.4000000000e-02, -2.3876659372e-02, 6.0774677291e-01
1.5000000000e-02, -3.3406312861e-02, 6.0723652375e-01
1.6000000000e-02, -4.6942923014e-02, 6.0743662146e-01
1.7000000000e-02, -3.9054070756e-02, 6.0781680711e-01
1.8000000000e-02, -3.0089693300e-02, 6.0835707093e-01
1.9000000000e-02, -1.6873239485e-02, 6.0909243002e-01
2.0000000000e-02, -1.9664602554e-02, 6.0952764254e-01
2.1000000000e-02, -3.0815047503e-02, 6.0960267918e-01
2.2000000000e-02, -4.4331647885e-02, 6.0975275247e-01
2.3000000000e-02, -3.7023078989e-02, 6.0952264010e-01
2.4000000000e-02, -2.4281857237e-02, 6.0916246422e-01
2.5000000000e-02, -2.2851158603e-02, 6.0881729567e-01
2.6000000000e-02, -3.3281251792e-02, 6.0836707582e-01
2.7000000000e-02, -4.6492703164e-02, 6.0800189749e-01
2.8000000000e-02, -5.2575673581e-02, 6.0798689017e-01
2.9000000000e-02, -4.1265150463e-02, 6.0789184375e-01
3.0000000000e-02, -2.5607504573e-02, 6.0823701230e-01
3.1000000000e-02, -2.4857138156e-02, 6.0824701719e-01
3.2000000000e-02, -3.4857021266e-02, 6.0850214177e-01
3.3000000000e-02, -4.5262102241e-02, 6.0868723215e-01
3.4000000000e-02, -3.2185716824e-02, 6.0927251796e-01
3.5000000000e-02, -2.2330904554e-02, 6.0956766208e-01
3.6000000000e-02, -1.3971822675e-02, 6.0967271338e-01
3.7000000000e-02, -2.1660577222e-02, 6.0943259613e-01
3.8000000000e-02, -3.3936571795e-02, 6.0926751552e-01
3.9000000000e-02, -4.1885453367e-02, 6.0883230299e-01
4.0000000000e-02, -3.3046136981e-02, 6.0838708559e-01
4.1000000000e-02, -2.0785149736e-02, 6.0829203917e-01
4.2000000000e-02, -2.6943156794e-02, 6.0819699276e-01
4.3000000000e-02, -3.5482326613e-02, 6.0839208803e-01
4.4000000000e-02, -5.1225014031e-02, 6.0861719796e-01
4.5000000000e-02, -5.2155468387e-02, 6.0870223948e-01
4.6000000000e-02, -4.1245140692e-02, 6.0907242025e-01
4.7000000000e-02, -2.4086761969e-02, 6.0905241048e-01
4.8000000000e-02, -2.8238789473e-02, 6.0908742758e-01
4.9000000000e-02, -4.0995018553e-02, 6.0902239582e-01
5.0000000000e-02, -4.0484769390e-02, 6.0891734452e-01
5.1000000000e-02, -2.7983664892e-02, 6.0863220528e-01
5.2000000000e-02, -1.4497079166e-02, 6.0823701230e-01
5.3000000000e-02, -1.1930826022e-02, 6.0822200498e-01
5.4000000000e-02, -2.1955721346e-02, 6.0801690482e-01
5.5000000000e-02, -3.6953044790e-02, 6.0783681688e-01
5.6000000000e-02, -4.0249654579e-02, 6.0795187307e-01
5.7000000000e-02, -3.0499893608e-02, 6.0842710513e-01
5.8000000000e-02, -2.1755623635e-02, 6.0862720284e-01
5.9000000000e-02, -3.4186693934e-02, 6.0892734941e-01
6.0000000000e-02, -4.4061515975e-02, 6.0949262544e-01
6.1000000000e-02, -5.5432068406e-02, 6.0959767674e-01
6.2000000000e-02, -4.8178526380e-02, 6.0936256193e-01
6.3000000000e-02, -3.3416317747e-02, 6.0899238116e-01
6.4000000000e-02, -2.3056258757e-02, 6.0849713933e-01
6.5000000000e-02, -3.0284788569e-02, 6.0775677780e-01
6.6000000000e-02, -4.5036992316e-02, 6.0756168253e-01
6.7000000000e-02, -3.3851530268e-02, 6.0751666054e-01
6.8000000000e-02, -2.4782101515e-02, 6.0774677291e-01
6.9000000000e-02, -1.2065891977e-02, 6.0814696833e-01
