% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:20:27 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.6923263913e-02, 1.0002534405e+00
1.0000000000e-03, -2.9354334212e-02, 9.9984324017e-01
2.0000000000e-03, -3.7688403878e-02, 9.9996830124e-01
3.0000000000e-03, -3.0354822768e-02, 1.0011288680e+00
4.0000000000e-03, -1.6307963451e-02, 1.0017091513e+00
5.0000000000e-03, -2.6487934501e-02, 1.0018842368e+00
6.0000000000e-03, -3.6482815169e-02, 1.0029097376e+00
7.0000000000e-03, -5.2045414646e-02, 1.0026946326e+00
8.0000000000e-03, -5.3110934958e-02, 1.0021893858e+00
9.0000000000e-03, -4.1410221304e-02, 1.0014590292e+00
1.0000000000e-02, -2.6918144580e-02, 1.0008437287e+00
1.1000000000e-02, -3.1485374835e-02, 1.0000183257e+00
1.2000000000e-02, -4.2880939480e-02, 9.9955810094e-01
1.3000000000e-02, -4.3851413378e-02, 9.9989326460e-01
1.4000000000e-02, -3.1905580028e-02, 1.0007937043e+00
1.5000000000e-02, -1.7293444678e-02, 1.0014090048e+00
1.6000000000e-02, -1.1875799151e-02, 1.0018542222e+00
1.7000000000e-02, -2.2776121961e-02, 1.0020293077e+00
1.8000000000e-02, -3.6847993491e-02, 1.0012039046e+00
1.9000000000e-02, -3.7498311052e-02, 1.0012339193e+00
2.0000000000e-02, -2.8158750389e-02, 1.0019242564e+00
2.1000000000e-02, -1.8684123770e-02, 1.0008337238e+00
2.2000000000e-02, -3.3241232250e-02, 1.0001033672e+00
2.3000000000e-02, -4.3286137345e-02, 1.0008587361e+00
2.4000000000e-02, -5.4706714203e-02, 1.0001233770e+00
2.5000000000e-02, -4.8793826842e-02, 9.9937801300e-01
2.6000000000e-02, -3.6707925094e-02, 9.9985324506e-01
2.7000000000e-02, -2.8208774816e-02, 9.9948806674e-01
2.8000000000e-02, -3.4731960197e-02, 9.9933799345e-01
2.9000000000e-02, -4.8458663176e-02, 1.0003785016e+00
